console,region,serial,title,languages
PS1,NTSC-U,SCUS-94602,MYST,En
PS1,NTSC-U,SLUS-00637,N2O - NITROUS OXIDE,En
PS1,NTSC-U,SLUS-00591,NAGANO WINTER OLYMPICS '98,En
PS1,NTSC-U,SLUS-00215,NAMCO MUSEUM VOL.1,En
PS1,NTSC-U,SLUS-00216,NAMCO MUSEUM VOL.2,En
PS1,NTSC-U,SLUS-00398,NAMCO MUSEUM VOL.3,En
PS1,NTSC-U,SLUS-00416,NAMCO MUSEUM VOL.4,En
PS1,NTSC-U,SLUS-00417,NAMCO MUSEUM VOL.5,En
PS1,NTSC-U,SLUS-00325,NANOTEK WARRIOR,En
PS1,NTSC-U,SLUS-00521,NASCAR 98,En
PS1,NTSC-U,SLUS-00647,NASCAR 98 - COLLECTOR'S EDITION,En
PS1,NTSC-U,SLUS-00740,NASCAR 99,En
PS1,NTSC-U,SLUS-00883,NASCAR 99 - LEGACY,En
PS1,NTSC-U,SLUS-00962,NASCAR 2000,En
PS1,NTSC-U,SLUS-01263,NASCAR 2001,En
PS1,NTSC-U,SLUS-01166,NASCAR HEAT,En
PS1,NTSC-U,SLUS-00374,NASCAR RACING,En
PS1,NTSC-U,SLUS-01068,NASCAR RUMBLE,En
PS1,NTSC-U,SLUS-01403,NASCAR THUNDER 2002,En
PS1,NTSC-U,SLUS-01502,NASCAR THUNDER 2003,En
PS1,NTSC-U,SLUS-01571,NASCAR THUNDER 2004,En
PS1,NTSC-U,SLUS-00926,NBA BASKETBALL 2000,En
PS1,NTSC-U,SLUS-00492,NBA FASTBREAK '98,En
PS1,NTSC-U,SLUS-00329,NBA HANG TIME,En
PS1,NTSC-U,SLUS-01331,NBA HOOPZ,En
PS1,NTSC-U,SLUS-00048,NBA IN THE ZONE,En
PS1,NTSC-U,SLUS-00294,NBA IN THE ZONE 2,En
PS1,NTSC-U,SLUS-00445,NBA IN THE ZONE '98,En
PS1,NTSC-U,SLUS-00791,NBA IN THE ZONE '99,En
PS1,NTSC-U,SLUS-01028,NBA IN THE ZONE 2000,En
PS1,NTSC-U,SLUS-00388,NBA JAM EXTREME,En
PS1,NTSC-U,SLUS-00002,NBA JAM T.E.,En
PS1,NTSC-U,SLUS-00060,NBA LIVE 96,En
PS1,NTSC-U,SLUS-00267,NBA LIVE 97,En
PS1,NTSC-U,SLUS-00523,NBA LIVE 98,En
PS1,NTSC-U,SLUS-00736,NBA LIVE '99,En
PS1,NTSC-U,SLUS-00998,NBA LIVE 2000,En
PS1,NTSC-U,SLUS-01271,NBA LIVE 2001,En
PS1,NTSC-U,SLUS-01416,NBA LIVE 2002,En
PS1,NTSC-U,SLUS-01483,NBA LIVE 2003,En
PS1,NTSC-U,SCUS-94500,NBA SHOOTOUT,En
PS1,NTSC-U,SCUS-94552,NBA SHOOTOUT '97,En
PS1,NTSC-U,SCUS-94171,NBA SHOOTOUT '98,En
PS1,NTSC-U,SCUS-94561,NBA SHOOTOUT 2000,En
PS1,NTSC-U,SCUS-94581,NBA SHOOTOUT 2001,En
PS1,NTSC-U,SCUS-94641,NBA SHOOTOUT 2002,En
PS1,NTSC-U,SCUS-94673,NBA SHOOTOUT 2003,En
PS1,NTSC-U,SCUS-94691,NBA SHOOTOUT 2004,En
PS1,NTSC-U,SLUS-00948,NBA SHOWTIME - NBA ON NBC,En
PS1,NTSC-U,SLUS-00142,NCAA BASKETBALL - FINAL FOUR '97,En
PS1,NTSC-U,SCUS-94264,NCAA FINAL FOUR 99,En
PS1,NTSC-U,SCUS-94562,NCAA FINAL FOUR 2000,En
PS1,NTSC-U,SCUS-94579,NCAA FINAL FOUR 2001,En
PS1,NTSC-U,SLUS-00514,NCAA FOOTBALL 98,En
PS1,NTSC-U,SLUS-00688,NCAA FOOTBALL 99,En
PS1,NTSC-U,SLUS-00932,NCAA FOOTBALL 2000,En
PS1,NTSC-U,SLUS-01219,NCAA FOOTBALL 2001,En
PS1,NTSC-U,SCUS-94509,NCAA FOOTBALL - GAME BREAKER,En
PS1,NTSC-U,SCUS-94172,NCAA GAMEBREAKER 98,En
PS1,NTSC-U,SCUS-94246,NCAA GAMEBREAKER 99,En
PS1,NTSC-U,SCUS-94557,NCAA GAMEBREAKER 2000,En
PS1,NTSC-U,SCUS-94573,NCAA GAMEBREAKER 2001,En
PS1,NTSC-U,SLUS-00526,NCAA MARCH MADNESS '98,En
PS1,NTSC-U,SLUS-00805,NCAA MARCH MADNESS '99,En
PS1,NTSC-U,SLUS-01023,NCAA MARCH MADNESS 2000,En
PS1,NTSC-U,SLUS-01320,NCAA MARCH MADNESS 2001,En
PS1,NTSC-U,SLUS-00764,NECTARIS - MILITARY MADNESS,En
PS1,NTSC-U,SLUS-00826,NEED FOR SPEED - HIGH STAKES,En
PS1,NTSC-U,SLUS-01104,NEED FOR SPEED - PORSCHE UNLEASHED,En
PS1,NTSC-U,SLUS-00590,NEED FOR SPEED - V-RALLY,En
PS1,NTSC-U,SLUS-00276,NEED FOR SPEED II,"En,Fr,De,It,Es,Sv"
PS1,NTSC-U,SLUS-00620,NEED FOR SPEED III - HOT PURSUIT,"En,Fr,De,It,Es,Sv"
PS1,NTSC-U,SLUS-00602,NEWMAN-HAAS RACING,En
PS1,NTSC-U,SLUS-00617,NFL BLITZ,En
PS1,NTSC-U,SLUS-00861,NFL BLITZ 2000,En
PS1,NTSC-U,SLUS-01146,NFL BLITZ 2001,En
PS1,NTSC-U,SLUS-00047,NFL FULL CONTACT,En
PS1,NTSC-U,SCUS-94505,NFL GAMEDAY,En
PS1,NTSC-U,SCUS-94510,NFL GAMEDAY 97,En
PS1,NTSC-U,SCUS-94173,NFL GAMEDAY 98,En
PS1,NTSC-U,SCUS-94234,NFL GAMEDAY 99,En
PS1,NTSC-U,SCUS-94556,NFL GAMEDAY 2000,En
PS1,NTSC-U,SCUS-94575,NFL GAMEDAY 2001,En
PS1,NTSC-U,SCUS-94639,NFL GAMEDAY 2002,En
PS1,NTSC-U,SCUS-94665,NFL GAMEDAY 2003,En
PS1,NTSC-U,SCUS-94690,NFL GAMEDAY 2004,En
PS1,NTSC-U,SCUS-94695,NFL GAMEDAY 2005,En
PS1,NTSC-U,SLUS-00011,NFL QUARTERBACK CLUB '97,En
PS1,NTSC-U,SCUS-94245,NFL XTREME,En
PS1,NTSC-U,SCUS-94420,NFL XTREME 2,En
PS1,NTSC-U,SLUS-01155,N-GEN RACING,En
PS1,NTSC-U,SLUS-00030,NHL 97,En
PS1,NTSC-U,SLUS-00519,NHL 98,En
PS1,NTSC-U,SLUS-00735,NHL 99,En
PS1,NTSC-U,SLUS-00965,NHL 2000,En
PS1,NTSC-U,SLUS-01264,NHL 2001,En
PS1,NTSC-U,SLUS-00825,NHL BLADES OF STEEL 2000,En
PS1,NTSC-U,SLUS-00391,NHL BREAKAWAY 98,En
PS1,NTSC-U,SCUS-94504,NHL FACE OFF,En
PS1,NTSC-U,SCUS-94550,NHL FACE OFF '97,En
PS1,NTSC-U,SCUS-94174,NHL FACE OFF 98,En
PS1,NTSC-U,SCUS-94235,NHL FACE OFF 99,En
PS1,NTSC-U,SCUS-94558,NHL FACE OFF 2000,En
PS1,NTSC-U,SCUS-94577,NHL FACE OFF 2001,En
PS1,NTSC-U,SLUS-00327,NHL OPEN ICE 2 ON 2 CHALLENGE,En
PS1,NTSC-U,SLUS-00227,NHL POWERPLAY '96,En
PS1,NTSC-U,SLUS-00528,NHL POWERPLAY 98,"En,Fr,De"
PS1,NTSC-U,SLUS-01085,NHL ROCK THE RINK,En
PS1,NTSC-U,SLUS-01047,NICKTOONS RACING,En
PS1,NTSC-U,SLUS-00582,NIGHTMARE CREATURES,En
PS1,NTSC-U,SLUS-01112,NIGHTMARE CREATURES II,En
PS1,NTSC-U,SLUS-00435,NINJA - SHADOW OF DARKNESS,En
PS1,NTSC-U,SLUS-00804,NO ONE CAN STOP MR. DOMINO,En
PS1,NTSC-U,SLUS-01000,NO FEAR DOWNHILL MOUNTAIN BIKING,En
PS1,NTSC-U,SLUS-00466,NORSE BY NORSEWEST - THE RETURN OF THE LOST VIKINGS,"En,Fr,De"
PS1,NTSC-U,SLUS-00518,NUCLEAR STRIKE,En
PS1,NTSC-U,SLUS-00190,ODDWORLD - ABE'S ODDYSEE,En
PS1,NTSC-U,SLUS-00698,ODT - ESCAPE OR DIE TRYING,En
PS1,NTSC-U,SLUS-00020,OFF-WORLD INTERCEPTOR EXTREME,En
PS1,NTSC-U,SLUS-00467,OGRE BATTLE - THE MARCH OF THE BLACK QUEEN,En
PS1,NTSC-U,SLUS-00156,OLYMPIC SOCCER - ATLANTA '96,En
PS1,NTSC-U,SLUS-00148,OLYMPIC SUMMER GAMES - ATLANTA '96,En
PS1,NTSC-U,SCUS-94449,OMEGA BOOST,En
PS1,NTSC-U,SLUS-00469,ONE,En
PS1,NTSC-U,SLUS-01406,ONE PIECE MANSION,En
PS1,NTSC-U,SLUS-00464,OVERBLOOD - A 3D SCI-FI ADVENTURE,En
PS1,NTSC-U,SLUS-00439,PAC-MAN WORLD,En
PS1,NTSC-U,SLUS-01389,PAJAMA SAM - YOU ARE WHAT YOU EAT FROM YOUR HEAD TO YOUR FEET,En
PS1,NTSC-U,SLUS-00232,PANDEMONIUM!,En
PS1,NTSC-U,SLUS-00578,PANDEMONIUM! 2,En
PS1,NTSC-U,SLUS-01399,PANZER FRONT,En
PS1,NTSC-U,SLUS-00132,PANZER GENERAL,En
PS1,NTSC-U,SCUS-94183,PARAPPA THE RAPPER,"En,Fr,De,It,Es"
PS1,NTSC-U,SLUS-01539,PATRIOTIC PINBALL,En
PS1,NTSC-U,SLUS-00400,PEAK PERFORMANCE,En
PS1,NTSC-U,SLUS-00341,PERFECT WEAPON,En
PS1,NTSC-U,SLUS-00339,PERSONA REVELATIONS,En
PS1,NTSC-U,SLUS-01130,PETER JACOBSEN'S - GOLDEN TEE GOLF,En
PS1,NTSC-U,SLUS-00016,PGA TOUR GOLF '96,En
PS1,NTSC-U,SLUS-00261,PGA TOUR GOLF '97,En
PS1,NTSC-U,SLUS-00517,PGA TOUR GOLF 98,En
PS1,NTSC-U,SCUS-94403,PHILOSOMA,En
PS1,NTSC-U,SLUS-01523,PHIX - THE ADVENTURE,En
PS1,NTSC-U,SLUS-01451,PINK PANTHER - PINKADELIC PURSUIT,En
PS1,NTSC-U,SLUS-01494,PINOBEE,En
PS1,NTSC-U,SLUS-01409,PIPE DREAMS 3D,En
PS1,NTSC-U,SLUS-00146,PITBALL,En
PS1,NTSC-U,SLUS-00254,PITFALL 3D - BEYOND THE JUNGLE,En
PS1,NTSC-U,SLUS-01468,PLANET OF THE APES,En
PS1,NTSC-U,SLUS-00653,POCKET FIGHTER,En
PS1,NTSC-U,SLUS-00097,PO'ED,En
PS1,NTSC-U,SLUS-00481,POINT BLANK,En
PS1,NTSC-U,SLUS-00796,POINT BLANK 2,En
PS1,NTSC-U,SLUS-01354,POINT BLANK 3,En
PS1,NTSC-U,SLUS-00072,POINT BLANK 3 [SOLD WITH ORANGE GUNCON],En
PS1,NTSC-U,SLUS-01033,POLARIS SNOCROSS,En
PS1,NTSC-U,SLUS-00889,PONG - THE NEXT LEVEL,En
PS1,NTSC-U,SLUS-00758,POOL HUSTLER,En
PS1,NTSC-U,SLUS-00277,POPULOUS - THE BEGINNING,En
PS1,NTSC-U,SCUS-94187,PORSCHE CHALLENGE,"En,Fr,Es"
PS1,NTSC-U,SLUS-00408,POWER MOVE PRO WRESTLING,En
PS1,NTSC-U,SLUS-01445,POWER PLAY - SPORTS TRIVIA,En
PS1,NTSC-U,SLUS-01114,POWER RANGERS - LIGHTSPEED RESCUE,En
PS1,NTSC-U,SLUS-01351,POWER RANGERS - TIME FORCE,En
PS1,NTSC-U,SLUS-00256,POWER RANGERS ZEO - FULL TILT BATTLE PINBALL,En
PS1,NTSC-U,SLUS-00105,POWER SERVE 3D TENNIS,En
PS1,NTSC-U,SLUS-01343,POWER SHOVEL,En
PS1,NTSC-U,SLUS-01196,POWER SPIKE PRO BEACH VOLLEYBALL,En
PS1,NTSC-U,SLUS-00102,POWERSLAVE,En
PS1,NTSC-U,SLUS-00486,POY POY,En
PS1,NTSC-U,SLUS-00126,PRIMAL RAGE,En
PS1,NTSC-U,SLUS-00817,PRO 18 WORLD TOUR GOLF,En
PS1,NTSC-U,SLUS-00371,PRO PINBALL,En
PS1,NTSC-U,SLUS-01260,PRO PINBALL - BIG RACE USA,En
PS1,NTSC-U,SLUS-01261,PRO PINBALL - FANTASTIC JOURNEY,En
PS1,NTSC-U,SLUS-00639,PRO PINBALL - TIMESHOCK!,En
PS1,NTSC-U,SCUS-94551,PROFESSIONAL UNDERGROUND LEAGUE OF PAIN,En
PS1,NTSC-U,SCUS-94408,PROJECT - HORNED OWL,En
PS1,NTSC-U,SLUS-00045,PROJECT OVERKILL,En
PS1,NTSC-U,SLUS-00730,PSYBADEK,En
PS1,NTSC-U,SLUS-00419,PSYCHIC FORCE,En
PS1,NTSC-U,SLUS-00579,PUNKY SKUNK,En
PS1,NTSC-U,SLUS-01371,PUTTER GOLF,En
PS1,NTSC-U,SLUS-01307,PUZZLE - STAR SWEEP,En
PS1,NTSC-U,SLUS-01492,PUZZNIC,En
PS1,NTSC-U,SLUS-00904,Q*BERT,En
PS1,NTSC-U,SLUS-01561,QIX NEO,En
PS1,NTSC-U,SLUS-00757,QUAKE II,En
PS1,NTSC-U,SLUS-01291,RACING,En
PS1,NTSC-U,SLUS-00403,RAGE RACER,En
PS1,NTSC-U,SLUS-01461,RAGEBALL,En
PS1,NTSC-U,SLUS-00808,RAILROAD TYCOON II,En
PS1,NTSC-U,SCUS-94308,RALLY CROSS,En
PS1,NTSC-U,SCUS-94247,RALLY CROSS 2,En
PS1,NTSC-U,SLUS-01065,RAMPAGE THROUGH TIME,En
PS1,NTSC-U,SLUS-00549,RAMPAGE WORLD TOUR,En
PS1,NTSC-U,SLUS-00742,RAMPAGE 2 - UNIVERSAL TOUR,En
PS1,NTSC-U,SLUS-00542,RASCAL,En
PS1,NTSC-U,SLUS-01575,RASCAL RACERS,En
PS1,NTSC-U,SLUS-00656,RAT ATTACK!,En
PS1,NTSC-U,SLUS-00534,RAY TRACERS,En
PS1,NTSC-U,SLUS-01217,RAYCRISIS - SERIES TERMINATION,En
PS1,NTSC-U,SLUS-00005,RAYMAN,En
PS1,NTSC-U,SLUS-01235,RAYMAN 2 - THE GREAT ESCAPE,"En,Fr,Es"
PS1,NTSC-U,SLUS-01265,RAYMAN BRAIN GAMES,En
PS1,NTSC-U,SLUS-01458,RAYMAN RUSH,En
PS1,NTSC-U,SLUS-00482,RAYSTORM,En
PS1,NTSC-U,SLUS-01322,RAZOR FREESTYLE SCOOTER,En
PS1,NTSC-U,SLUS-01410,RAZOR RACING,En
PS1,NTSC-U,SLUS-01285,RC DE GO!,En
PS1,NTSC-U,SLUS-01376,RC HELICOPTER,En
PS1,NTSC-U,SLUS-01168,RC REVENGE,En
PS1,NTSC-U,SLUS-00954,R/C STUNT COPTER,En
PS1,NTSC-U,SLUS-00857,READY 2 RUMBLE BOXING,En
PS1,NTSC-U,SLUS-01147,READY 2 RUMBLE BOXING - ROUND 2,En
PS1,NTSC-U,SLUS-00274,REBOOT,En
PS1,NTSC-U,SLUS-00282,RED ASPHALT - ROCK'N' ROLL RACING II,En
PS1,NTSC-U,SLUS-00440,REEL FISHING,En
PS1,NTSC-U,SLUS-00843,REEL FISHING II,En
PS1,NTSC-U,SLUS-00382,RE-LOADED - THE HARDCORE SEQUEL,En
PS1,NTSC-U,SLUS-01012,RENEGADE RACERS,En
PS1,NTSC-U,SLUS-01507,RESCUE COPTER,En
PS1,NTSC-U,SLUS-01373,RESCUE HEROES - MOLTEN MENACE,En
PS1,NTSC-U,SLUS-00170,RESIDENT EVIL,En
PS1,NTSC-U,SLUS-00747,RESIDENT EVIL - DIRECTOR'S CUT (DUAL SHOCK VERSION),En
PS1,NTSC-U,SLUS-00923,RESIDENT EVIL 3 - NEMESIS,En
PS1,NTSC-U,SLUS-01087,RESIDENT EVIL - SURVIVOR,En
PS1,NTSC-U,SLUS-00184,RETURN FIRE,En
PS1,NTSC-U,SLUS-00851,RE-VOLT,En
PS1,NTSC-U,SLUS-00012,REVOLUTION X,En
PS1,NTSC-U,SLUS-01073,RHAPSODY - A MUSICAL ADVENTURE,En
PS1,NTSC-U,SCUS-94300,RIDGE RACER,En
PS1,NTSC-U,SLUS-00540,RIDGE RACER [GREATEST HITS],En
PS1,NTSC-U,SLUS-00214,RIDGE RACER REVOLUTION,En
PS1,NTSC-U,SLUS-00186,RISE 2 RESURRECTION,"En,Fr,De,It,Es"
PS1,NTSC-U,SLUS-00829,RISING ZAN - THE SAMURAI GUNMAN,En
PS1,NTSC-U,SLUS-00616,RISK,En
PS1,NTSC-U,SLUS-00204,ROAD &amp; TRACKS PRESENTS - THE NEED FOR SPEED,En
PS1,NTSC-U,SLUS-00035,ROAD RASH,En
PS1,NTSC-U,SLUS-00524,ROAD RASH 3D,En
PS1,NTSC-U,SLUS-01053,ROAD RASH - JAILBREAK,En
PS1,NTSC-U,SLUS-01024,ROADSTERS,En
PS1,NTSC-U,SLUS-00316,ROBO PIT,En
PS1,NTSC-U,SLUS-01563,ROBO-PIT 2,En
PS1,NTSC-U,SLUS-00252,ROBOTRON X,En
PS1,NTSC-U,SLUS-01124,ROCK'EM SOCK'EM ROBOTS ARENA,En
PS1,NTSC-U,SLUS-01353,ROCKET POWER - TEAM ROCKET RESCUE,En
PS1,NTSC-U,SLUS-00643,ROGUE TRIP - VACATION 2012,En
PS1,NTSC-U,SLUS-00724,ROLL AWAY,En
PS1,NTSC-U,SLUS-00800,ROLLCAGE,En
PS1,NTSC-U,SLUS-00867,ROLLCAGE - STAGE II,En
PS1,NTSC-U,SLUS-00195,ROMANCE OF THE THREE KINGDOMS IV - WALL OF FIRE,En
PS1,NTSC-U,SLUS-00918,ROMANCE OF THE THREE KINGDOMS VI - AWAKENING OF THE DRAGON,En
PS1,NTSC-U,SLUS-00750,ROSCO MCQUEEN FIREFIGHTER EXTREME,En
PS1,NTSC-U,SLUS-01062,"ROSWELL CONSPIRACIES - ALIENS, MYTHS &amp; LEGENDS",En
PS1,NTSC-U,SLUS-00640,RPG MAKER,En
PS1,NTSC-U,SLUS-00877,R-TYPE DELTA,En
PS1,NTSC-U,SLUS-00753,R-TYPES,En
PS1,NTSC-U,SLUS-01116,RUGRATS IN PARIS THE MOVIE,En
PS1,NTSC-U,SLUS-00650,RUGRATS THE SEARCH FOR REPTAR,En
PS1,NTSC-U,SLUS-00880,RUGRATS STUDIO TOUR,En
PS1,NTSC-U,SLUS-01364,RUGRATS TOTALLY ANGELICA,En
PS1,NTSC-U,SLUS-01135,RUNABOUT 2,En
PS1,NTSC-U,SCUS-94272,RUNNING WILD,En
PS1,NTSC-U,SCUS-94417,RUSH HOUR,En
PS1,NTSC-U,SLUS-00828,RUSHDOWN,En
PS1,NTSC-U,SLUS-00692,S.C.A.R.S.,En
PS1,NTSC-U,SLUS-01208,SABRINA THE TEENAGE WITCH - A TWITCH IN TIME,En
PS1,NTSC-U,SCUS-94230,SAGA FRONTIER,En
PS1,NTSC-U,SLUS-00933,SAGA FRONTIER II,En
PS1,NTSC-U,SLUS-01381,SAIYUKI - JOURNEY WEST,En
PS1,NTSC-U,SLUS-01397,SALTWATER SPORTFISHING,En
PS1,NTSC-U,SLUS-01063,SAMMY SOSA HIGH HEAT BASEBALL 2001,En
PS1,NTSC-U,SLUS-01064,SAMMY SOSA SOFTBALL SLAM,En
PS1,NTSC-U,SCUS-94206,SAMURAI SHOWDOWN III - BLADES OF BLOOD,En
PS1,NTSC-U,SLUS-01039,SAMURAI SHOWDOWN - WARRIOR'S RAGE,En
PS1,NTSC-U,SLUS-00505,SAN FRANCISCO RUSH - EXTREME RACING,En
PS1,NTSC-U,SLUS-01396,SCOOBY-DOO &amp; THE CYBER CHASE,En
PS1,NTSC-U,SLUS-00903,SCRABBLE,En
PS1,NTSC-U,SLUS-01149,SEA-DOO HYDROCROSS,En
PS1,NTSC-U,SCUS-94110,SENTIENT,En
PS1,NTSC-U,SLUS-00604,SENTINEL RETURNS,En
PS1,NTSC-U,SLUS-00621,SESAME STREET - ELMO'S LETTER ADVENTURE,En
PS1,NTSC-U,SLUS-00622,SESAME STREET - ELMO'S NUMBER JOURNEY,En
PS1,NTSC-U,SLUS-01180,SESAME STREET SPORTS,En
PS1,NTSC-U,SLUS-00895,SHADOW MAN,En
PS1,NTSC-U,SLUS-00545,SHADOW MASTER,En
PS1,NTSC-U,SLUS-00863,SHADOW TOWER,En
PS1,NTSC-U,SLUS-00795,SHANGHAI - TRUE VALOR,En
PS1,NTSC-U,SLUS-01298,SHEEP,En
PS1,NTSC-U,SLUS-00031,SHELLSHOCK,En
PS1,NTSC-U,SLUS-00558,SHIPWRECKERS!,En
PS1,NTSC-U,SLUS-01308,SHOOTER - SPACE SHOT,En
PS1,NTSC-U,SLUS-01302,SHOOTER - STARFIGHTER SANVEIN,En
PS1,NTSC-U,SLUS-01463,SHREK TREASURE HUNT,En
PS1,NTSC-U,SLUS-00902,SILENT BOMBER,En
PS1,NTSC-U,SLUS-00707,SILENT HILL,En
PS1,NTSC-U,SLUS-00728,SILHOUETTE MIRAGE,En
PS1,NTSC-U,SLUS-00050,SILVERLOAD,En
PS1,NTSC-U,SLUS-01069,SIM THEME PARK,En
PS1,NTSC-U,SLUS-00113,SIMCITY 2000,En
PS1,NTSC-U,SLUS-00209,SKELETON WARRIORS,En
PS1,NTSC-U,SLUS-00601,SKULLMONKEYS,En
PS1,NTSC-U,SLUS-01392,SKYDIVING EXTREME,En
PS1,NTSC-U,SLUS-00022,SLAM'N'JAM '96 FEATURING MAGIC &amp; KAREEM,En
PS1,NTSC-U,SLUS-00080,SLAMSCAPE,En
PS1,NTSC-U,SLUS-00955,SLED STORM,En
PS1,NTSC-U,SLUS-01555,SLOTS,En
PS1,NTSC-U,SLUS-00781,SMALL SOLDIERS,En
PS1,NTSC-U,SLUS-01359,SMURF RACER,"En,Fr,Es"
PS1,NTSC-U,SLUS-01093,SNO CROSS CHAMPIONSHIP RACING,En
PS1,NTSC-U,SLUS-01287,SNOWBOARDING,En
PS1,NTSC-U,SLUS-01519,SOL DIVIDE,En
PS1,NTSC-U,SLUS-01495,SORCERER'S MAZE,En
PS1,NTSC-U,SLUS-00240,SOUL BLADE,En
PS1,NTSC-U,SLUS-00822,SOUL OF THE SAMURAI,En
PS1,NTSC-U,SLUS-00936,SOUTH PARK,En
PS1,NTSC-U,SLUS-00997,SOUTH PARK - CHEF'S LUV SHACK,En
PS1,NTSC-U,SLUS-00984,SOUTH PARK RALLY,En
PS1,NTSC-U,SLUS-00061,SOVIET STRIKE,En
PS1,NTSC-U,SLUS-00153,SPACE GRIFFON VF-9,En
PS1,NTSC-U,SLUS-00205,SPACE HULK - VENGEANCE OF THE BLOOD ANGELS,En
PS1,NTSC-U,SLUS-00928,SPACE INVADERS,En
PS1,NTSC-U,SLUS-00243,SPACE JAM,En
PS1,NTSC-U,SCUS-94204,SPAWN THE ETERNAL,En
PS1,NTSC-U,SLUS-01447,SPEC OPS - AIRBORNE COMMANDO,En
PS1,NTSC-U,SLUS-01420,SPEC OPS - COVER ASSAULT,En
PS1,NTSC-U,SLUS-01299,SPEC OPS - RANGER ELITE,En
PS1,NTSC-U,SLUS-01131,SPEC OPS - STEALTH PATROL,En
PS1,NTSC-U,SCUS-94563,SPEED PUNKS,En
PS1,NTSC-U,SLUS-00613,SPEED RACER,En
PS1,NTSC-U,SLUS-01218,SPEEDBALL 2100,En
PS1,NTSC-U,SLUS-00723,SPICE WORLD,En
PS1,NTSC-U,SLUS-00230,SPIDER THE VIDEO GAME,En
PS1,NTSC-U,SLUS-00875,SPIDER-MAN,En
PS1,NTSC-U,SLUS-01378,SPIDER-MAN 2 - ENTER: ELECTRO,En
PS1,NTSC-U,SLUS-01250,SPIN JAM,En
PS1,NTSC-U,SLUS-01352,SPONGEBOB SQUAREPANTS - SUPERSPONGE,En
PS1,NTSC-U,SLUS-00655,SPORTS CAR GT,En
PS1,NTSC-U,SLUS-01459,SPORTS SUPERBIKE 2,En
PS1,NTSC-U,SLUS-00014,SPOT GOES TO HOLLYWOOD,En
PS1,NTSC-U,SCUS-94228,SPYRO THE DRAGON,En
PS1,NTSC-U,SCUS-94425,SPYRO 2 - RIPTO'S RAGE,En
PS1,NTSC-U,SCUS-94467,SPYRO 3 - YEAR OF THE DRAGON,En
PS1,NTSC-U,SLUS-00241,STAR FIGHTER,En
PS1,NTSC-U,SLUS-00372,STAR GLADIATOR - EPISODE 1 - FINAL CRUSADE,En
PS1,NTSC-U,SLUS-00924,STAR TREK - INVASION,En
PS1,NTSC-U,SLUS-00297,STAR WARS - DARK FORCES,En
PS1,NTSC-U,SLUS-01183,STAR WARS - DEMOLITION,En
PS1,NTSC-U,SLUS-01046,STAR WARS - EPISODE I - JEDI POWER BATTLES,En
PS1,NTSC-U,SLUS-00884,STAR WARS - EPISODE I - THE PHANTOM MENACE,En
PS1,NTSC-U,SLUS-00562,STAR WARS - MASTER OF TER�S K�SI,En
PS1,NTSC-U,SLUS-00057,STARBLADE ALPHA,En
PS1,NTSC-U,SLUS-00094,STARWINDER - THE ULTIMATE SPACE RACE,En
PS1,NTSC-U,SLUS-00093,STEEL HARBINGER,En
PS1,NTSC-U,SCUS-94902,STEEL REIGN,En
PS1,NTSC-U,SLUS-00629,STREAK - HOVERBOARD RACING,En
PS1,NTSC-U,SLUS-00041,STREET FIGHTER - THE MOVIE,En
PS1,NTSC-U,SLUS-00197,STREET FIGHTER ALPHA - WARRIORS' DREAMS,En
PS1,NTSC-U,SLUS-00258,STREET FIGHTER ALPHA 2,En
PS1,NTSC-U,SLUS-00821,STREET FIGHTER ALPHA 3,En
PS1,NTSC-U,SLUS-00746,STREET FIGHTER COLLECTION 2,En
PS1,NTSC-U,SLUS-00548,STREET FIGHTER EX PLUS ALPHA,En
PS1,NTSC-U,SLUS-01105,STREET FIGHTER EX 2 PLUS,En
PS1,NTSC-U,SLUS-00099,STREET RACER,En
PS1,NTSC-U,SLUS-01450,STREET RACQUETBALL,En
PS1,NTSC-U,SLUS-00818,STREET SK8ER,En
PS1,NTSC-U,SLUS-01083,STREET SK8ER 2,En
PS1,NTSC-U,SLUS-00139,STRIKE POINT,En
PS1,NTSC-U,SLUS-00210,STRIKER '96,En
PS1,NTSC-U,SLUS-01078,STRIKER PRO 2000,En
PS1,NTSC-U,SLUS-01337,STRIKERS 1945,En
PS1,NTSC-U,SCUS-94669,STUART LITTLE 2,En
PS1,NTSC-U,SLUS-00292,SUIKODEN,En
PS1,NTSC-U,SLUS-00958,SUIKODEN II,En
PS1,NTSC-U,SLUS-01528,SUPER BUBBLE POP,En
PS1,NTSC-U,SLUS-00418,SUPER PUZZLE FIGHTER II TURBO,En
PS1,NTSC-U,SLUS-01464,SUPER SHOT SOCCER,En
PS1,NTSC-U,SLUS-01052,SUPERBIKE 2000,En
PS1,NTSC-U,SLUS-01005,SUPERCROSS 2000,En
PS1,NTSC-U,SCUS-94453,SUPERCROSS CIRCUIT,En
PS1,NTSC-U,SLUS-01493,SUPERSTARS DANCE CLUB #1 HITS,En
PS1,NTSC-U,SLUS-01190,SURF RIDERS,En
PS1,NTSC-U,SLUS-00151,SWAGMAN,En
PS1,NTSC-U,SLUS-01177,SYDNEY 2000,En
PS1,NTSC-U,SLUS-00262,SYNDICATE WARS,En
PS1,NTSC-U,SCUS-94240,SYPHON FILTER,En
PS1,NTSC-U,SCUS-94640,SYPHON FILTER 3,En
